-20.7606	-7.11976
-22.2791	-14.8094
-20.8913	-12.8518
-23.4511	-14.6429
-22.2016	-10.0049
-21.5782	-13.946
-21.3149	-14.9381
-21.0844	-11.2288
-20.4861	-8.70424
-20.9327	-11.5059
-23.0569	-12.0872
-21.8473	-9.25982
-21.6734	-10.763
-21.1443	-11.8673
-19.4489	-6.98861
-8.89084	-12.4769
-8.09202	-15.3561
-6.13821	-15.4342
-7.2635	-16.897
-7.1504	-16.0631
-7.60219	-14.4378
-7.57219	-13.6793
-8.20842	-12.1123
-8.03661	-11.8893
-7.81999	-10.1955
-7.90525	-9.93557
-8.52134	-10.2002
-8.80925	-9.64934
-9.29934	-8.9716
-9.55866	-9.9423
-9.21936	-10.5611
-9.85892	-9.67521
-10.0762	-9.84766
-10.3815	-8.5766
-10.2195	-8.41908
-10.2711	-9.24715
-14.0868	-9.96805
-14.5973	-16.0537
-16.2837	-14.7959
-17.0589	-13.3614
-16.8538	-13.104
-16.4484	-14.6471
-16.7223	-13.532
-17.1664	-11.7829
-15.5558	-11.9069
-15.1412	-11.7134
-14.535	-9.98681
-14.1726	-3.75971
-17.8295	-3.3492
-16.9661	-4.40322
-17.4769	-3.59916
-18.7988	0.273813
-19.7403	0.137292
-19.4858	0.676109
-18.5617	-0.351441
-18.2933	-1.06849
-16.9842	-0.805791
-15.1068	-2.1013
-8.55498	-3.2517
-8.06936	-3.28902
-8.07688	-5.20116
-7.70914	-5.86609
-8.77356	-6.01155
-8.30736	-6.14642
-8.9785	-7.09739
-9.93068	-7.65388
-10.0125	-7.85501
-11.7001	-8.79354
-13.5875	-13.9107
-13.4054	-15.4716
-13.796	-15.0169
-14.0995	-14.2302
-14.1855	-13.836
-14.6734	-11.7953
-14.8804	-8.98684
-13.2615	-5.55153
-11.7805	-1.29547
-12.2702	1.74314
-11.7421	3.46559
-13.3594	2.17058
-13.0411	2.31489
-13.2967	-0.0844943
-11.6306	-2.94899
-11.6286	-5.43047
-12.3492	-6.57728
-13.6722	-7.62024
-14.2654	-9.22429
-14.0195	-10.1127
-12.3841	-10.2772
-7.91551	-10.8466
-6.74414	-8.31972
-5.57341	-9.59108
-5.17065	-9.29086
-4.28695	-8.89069
-8.38472	-4.72824
-10.1458	-3.36614
-12.1922	-1.38795
-21.5559	3.56798
-20.3423	-4.9478
-22.2986	-6.53969
-21.2834	-1.03868
-16.4039	-1.38927
-20.7669	-8.98295
-18.5888	-9.95267
-16.4554	-5.3286
-8.14541	-9.88507
-7.24694	-11.9893
-9.08178	-10.9733
-18.2448	-3.19353
-16.0137	-9.26635
-11.9475	-13.3958
-10.4093	-13.2435
-8.37497	-11.6119
-6.14484	-10.631
-5.84226	-7.48598
-7.50488	-1.42311
-10.138	-0.418934
-17.5223	-6.28726
-21.1895	-5.9465
-22.3958	-7.91255
-23.7573	-6.01129
-25.9559	-2.27714
-28.7512	-3.20346
-30.2779	-0.695612
-30.5132	-3.45113
-28.831	-5.76156
-28.0239	1.15361
-24.0305	-4.8909
-21.8735	0.118006
-21.4861	-7.32791
-21.4019	-9.01405
-24.9711	-9.40803
-22.1088	-10.9392
-20.5522	-8.4305
-18.0708	-4.94856
-17.9272	-4.28884
-15.2903	-1.67302
-14.4451	-8.94239
-14.048	-6.59371
-16.0704	-10.2165
-11.14	-4.01291
-7.8785	-4.02687
-20.8111	-2.79583
-17.554	-8.31094
-15.8749	-11.9034
-15.6612	-12.2971
-15.79	-12.8839
-15.685	-12.973
-15.4596	-13.4319
-15.7107	-13.2706
-16.0247	-12.6405
-16.1246	-14.2966
-14.6712	-18.0205
-14.6966	-20.3918
-14.4785	-22.1192
-13.1078	-23.4325
-11.6795	-24.9377
-12.7203	-24.8269
-10.8983	-25.2494
-9.09639	-24.9991
-7.38215	-13.4921
-7.16897	-9.36375
-8.86814	-8.61061
-7.627	-9.50409
-9.59774	-9.6096
-10.7388	-9.55636
-10.7006	-6.35026
-15.3723	-6.46485
-21.0921	-3.01271
-14.963	-5.36219
-15.2125	-7.52541
-15.5841	-8.25936
-13.0656	-1.50943
-15.0992	-4.30446
-8.5405	-4.86307
-7.61525	-10.6181
-10.7923	-14.5967
-12.7676	-16.7463
-10.7365	-19.7007
-12.6594	-14.4444
-9.6991	-18.6177
-13.8728	-27.5173
-18.6045	-25.4422
-18.7456	-20.7531
-14.4564	-14.7068
-8.25646	-17.6833
-10.3178	-16.6621
-9.52994	-17.4464
-11.5972	-14.0564
-11.7131	-12.3758
-12.1361	-10.5491
-13.8425	-9.04253
-15.2726	-11.0772
-16.0622	-9.39511
-18.0157	-12.6412
-21.1433	-12.681
-22.2216	-13.0746
-23.6766	-11.5026
-23.6976	-10.6907
-20.5095	-10.7439
-22.9021	-11.9731
-22.7027	-11.8869
-21.3437	-9.38863
-21.8149	-12.4653
-23.6335	-11.3409
-17.5484	-8.31623
-23.8069	-4.22649
-25.0391	-6.55235
-22.1681	-13.4
-23.5835	-12.0257
-21.0247	-10.9595
-18.4868	-8.7646
-18.2825	-6.21162
-20.995	-9.8891
-23.4869	-9.14201
-23.2519	-6.88215
-23.383	-10.6519
-25.4931	-13.3405
-19.615	-3.35453
-13.7422	-12.5345
-14.214	-13.7448
-11.6157	-10.3074
-14.8728	-8.96173
-14.215	-13.968
-13.7142	-17.1105
-15.0001	-16.4294
-15.3552	-17.4223
-16.469	-16.9598
-15.9372	-17.1559
-15.7474	-15.401
-15.3757	-14.1033
-14.3979	-13.0736
-14.7094	-10.8644
-13.9402	-8.21239
-12.963	-5.91008
-12.79	-3.7235
-12.3516	-2.48053
-12.5996	-1.71169
-12.6931	-1.65544
-14.0493	-0.661813
-15.6732	0.797418
-16.7478	-0.532768
-17.9984	-2.21411
-19.2625	-4.78254
-20.293	-7.74257
-20.0362	-10.9545
-18.7711	-13.6882
-16.0784	-15.3158
-13.4038	-16.0553
-12.7179	-15.7483
-12.2751	-14.7029
-12.3005	-15.5992
-11.0121	-18.8245
-10.1584	-21.2729
-11.3604	-13.712
-17.3047	-14.0698
-13.3674	-18.7963
-12.1932	-20.3583
-13.3501	-16.3249
-14.3524	-18.824
-15.6984	-19.8804
-17.7229	-18.6151
-18.3596	-17.2318
-19.7433	-17.8993
-21.0143	-17.0703
-20.8935	-17.3472
-21.3494	-17.0449
-21.1833	-17.3268
-21.1632	-18.7629
-20.9503	-19.2226
-20.1235	-20.5335
-19.7038	-21.5813
-18.8186	-21.7323
-17.4864	-20.1999
-16.134	-17.5338
-16.2083	-16.3429
-16.4275	-15.0575
-15.5998	-13.6297
-14.0202	-8.71344
-13.5749	-8.96732
-13.3914	-8.15183
-12.8493	-9.07584
-13.715	-9.59424
-13.9999	-9.05538
-14.5454	-16.0235
-16.9984	-14.9163
-16.9268	-13.9482
-16.2498	-13.6158
-14.8895	-13.0622
-13.2971	-8.92091
-10.7656	-9.38574
-10.2681	-9.81487
-9.54393	-8.99406
-8.3689	-8.94864
-7.10109	-8.95681
-9.14826	-8.38233
-8.14549	-7.86759
-10.1097	-6.60745
-14.9462	-7.66464
-15.681	-8.19481
-16.9431	-7.92044
-22.3044	-12.4832
-25.8469	-14.0295
-19.2268	-2.82759
-15.875	-17.5199
-17.6719	-17.917
-12.0774	-21.0251
-14.6658	-23.819
-5.58488	-18.6226
-8.51939	-9.82784
-9.90748	-8.26066
-9.01346	-8.75747
-11.1739	-5.74649
-23.0803	-13.0997
-15.859	-10.3111
-11.5977	-7.57024
-10.3572	-16.8955
-14.7426	-15.0509
-14.6713	-15.1
-13.8429	-14.5081
-12.1221	-14.2208
-10.7226	-11.4068
-8.69455	-6.22054
-9.43251	-2.3519
-11.6081	-6.85217
-23.0573	-14.2713
-23.1268	-13.4238
-18.8783	-11.6215
-16.465	-9.98897
-11.9591	-15.983
-11.3688	-16.8758
-11.9784	-16.0973
-9.35544	-10.9892
-9.06199	-4.53025
-12.8745	0.729725
-20.958	2.86756
-24.0461	-0.191066
-28.0415	-1.8666
-31.2294	-2.29242
-29.2053	-0.735125
-31.9815	-3.85615
-30.3541	-2.99736
-29.7501	-4.08425
-24.022	-1.08925
-11.9101	-6.49739
-12.4162	-5.54315
-16.0546	-6.70766
-12.7549	-10.749
-14.8271	-7.95293
-9.03702	-5.86845
-11.4353	0.663279
-17.4517	1.61546
-24.4143	-3.81855
-23.9963	-7.58013
-23.931	-10.4592
-23.2085	-9.50467
-22.1778	-9.77007
-21.6609	-8.99324
-22.6707	-9.0403
-15.9977	-7.33301
-21.4802	-8.63936
-18.6302	-8.71932
-11.3239	-17.8356
-10.7864	-21.9591
-8.58193	-20.1545
-10.5928	-17.669
-12.2431	-10.0856
-10.6191	-9.19673
-9.50998	-10.0787
-9.53933	-9.73279
-9.50265	-6.69379
-9.25049	-3.84509
-10.3841	-2.31878
-11.6864	-1.20617
-9.6286	-6.9795
-6.72658	-7.65359
-6.13302	-8.64687
-6.29072	-6.64886
-6.74601	-5.20399
-6.34461	-5.3217
-6.11103	-5.15393
-5.28119	-3.33415
-8.3447	-3.19802
-10.1585	-5.93866
-12.7632	-5.57987
-22.0273	-18.2612
-21.847	-16.1237
-24.0664	-15.444
-17.6073	-14.0536
-6.88701	-11.3193
-9.25625	-16.2537
-9.60784	-17.1027
-10.0539	-18.4665
-9.53158	-17.8421
-9.50977	-14.0517
-11.6985	-9.44063
-10.3096	-11.0887
-9.19697	-9.54774
-9.46395	-4.65234
-12.6889	-7.93938
-16.7176	-9.35402
-18.4225	-10.692
-17.572	-12.9218
-21.095	-17.0138
-18.5205	-16.8799
-15.2802	-7.01337
-13.4556	-15.5442
-13.0295	-20.1911
-14.1515	-21.2424
-15.6522	-20.4099
-16.1346	-20.898
-16.6425	-19.8804
-16.3224	-20.3875
-15.95	-20.4326
-14.3634	-19.9866
-12.597	-18.5068
-11.0305	-8.79201
-10.3567	-8.88457
-8.87208	-8.86478
-7.51311	-9.42689
-6.65108	-9.01912
-6.59043	-11.3107
-7.62111	-11.8452
-7.93528	-8.32461
-6.82356	-4.30485
-9.94738	-8.3371
-13.5128	-6.28453
-12.3972	-4.03585
-11.0106	-2.80919
-11.5684	-3.80151
-22.0131	-7.18442
-23.8385	-11.1779
-22.26	-10.2216
-22.1929	-11.0806
-23.7547	-8.98916
-22.8462	-11.0535
-23.1781	-11.3785
-21.3827	-12.232
-19.4173	-11.4885
-20.9331	-11.3627
-21.8276	-11.1148
-17.4427	-5.36836
-16.8951	-10.1645
-15.2409	-8.83602
-13.1832	-7.14337
-11.9236	-6.03344
-11.0554	-4.24667
-12.619	0.991603
-15.7161	0.224054
-17.8918	-2.28746
-21.933	-0.909507
-25.4719	-8.45148
-27.3714	-7.58314
-26.9272	-5.06699
-26.4951	-7.39507
-25.1475	-5.87377
-24.012	-5.71764
-23.0331	-5.82184
-25.692	-8.4356
-24.8673	-7.19526
-23.2923	-10.7108
-14.7013	-12.8104
-12.0365	-21.7238
-14.0383	-22.8637
-14.083	-23.4353
-13.718	-23.9872
-11.0793	-21.4541
-8.28196	-17.3951
-12.9945	-5.15261
-18.6369	-2.31003
-23.2181	-5.20561
-26.0006	-3.32795
-25.6314	-6.07412
-26.8433	-5.38675
-23.1885	-4.06445
-11.1876	-4.9978
-13.1278	-9.05993
-14.2465	-9.88324
-15.0118	-7.85783
-12.5909	-8.02268
-13.0774	-9.77121
-13.6534	-12.0524
-12.0277	-12.5191
-11.5089	-12.4242
-10.27	-11.667
-9.2864	-11.9379
-9.07857	-12.3977
-13.2511	-18.1715
-13.7606	-22.0431
-13.8872	-22.3593
-13.4181	-21.3997
-12.1213	-20.5712
-10.3645	-18.5021
-7.95143	-15.4979
-7.96515	-13.3342
-11.4215	-8.15993
-12.8999	-9.62409
-14.544	-14.6147
-12.4485	-19.5649
-8.58543	-10.0081
-6.08172	-15.0911
-6.61626	-17.2268
-7.31059	-16.6313
-7.01734	-15.4683
-6.72196	-14.7417
-5.51615	-13.5822
-4.05216	-13.3898
-4.52089	-8.76332
-7.48381	-9.5006
-15.6133	-1.88273
-22.8467	-7.20969
-26.713	-8.02748
-29.0002	-11.4242
-28.2743	-7.55612
-28.6265	-10.5724
-30.3355	-10.1196
-21.4247	-5.99324
-23.4747	-8.66024
-15.5702	-1.24431
-13.2084	-2.40939
-13.9327	-4.22023
-14.5655	-5.57595
-14.7282	-4.8003
-13.1595	-5.92833
-11.0404	-7.47317
-8.98491	-9.49664
-6.62993	-11.212
-5.43058	-12.5823
-5.73798	-12.0502
-3.43141	-13.7218
-5.05996	-12.5389
-5.39406	-12.9878
-7.31088	-14.0053
-8.51205	-13.6223
-10.6857	-13.7458
-12.4019	-13.3086
-11.2609	-11.2446
-12.7208	-1.18946
-20.2707	-1.70947
-15.5603	-2.04466
-11.8247	-10.9742
-14.3042	-18.8719
-14.2558	-21.1338
-17.4836	-18.6417
-16.4142	-20.1609
-17.6813	-17.9181
-17.3081	-16.0754
-17.3202	-13.3255
-16.4868	-10.0162
-16.2172	-5.40812
-15.8592	-0.089059
-16.1806	3.05774
-16.1186	5.21462
-15.4605	7.42388
-13.5563	4.94168
-11.9272	3.52326
-11.6388	1.1296
-10.1408	1.49232
-10.2863	0.719933
-9.31918	-1.13094
-10.0354	-1.77907
-10.0346	-2.45474
-10.6275	-2.72515
-11.2235	-3.01901
-13.2584	-0.242757
-19.2777	2.46646
-27.1053	-7.6024
-28.6196	-4.98855
-27.816	-4.75493
-31.2355	-7.05309
-31.3131	-8.23707
-31.4308	-8.48997
-30.4501	-3.41179
-28.0417	-6.31967
-26.1491	-7.72424
-20.847	-5.92132
-17.0383	-8.55712
-12.7668	-11.4136
-12.6323	-18.8575
-14.3524	-20.2921
-16.5367	-19.3748
-15.5713	-18.924
-16.5661	-21.8628
-10.9051	-20.4327
-15.7145	-24.3692
-12.4655	-20.7641
-12.0821	-22.9012
-9.87069	-24.7143
-10.5021	-20.1789
-8.88739	-18.2056
-8.66301	-14.8019
-8.41566	-13.6119
-9.72546	-9.76156
-10.9766	-5.39353
-12.815	-7.60117
-14.7748	-6.5336
-15.8603	-7.71918
-18.8542	-11.9584
-20.4367	-9.20211
-19.7094	-8.97826
-20.3557	-12.5695
-21.3533	-9.01595
-23.3261	-10.9011
-20.5639	-10.8055
-23.7036	-13.3002
-17.7805	-8.73056
-21.343	-11.9629
-21.4879	-11.7235
-24.5717	-13.9967
-22.705	-14.2749
-22.2329	-11.6231
-21.3784	-10.6012
-21.307	-13.4433
-18.7047	-11.922
-13.663	-4.92726
-4.9359	-3.77945
-5.69878	-2.89528
-5.66089	-1.85057
-5.91019	-4.50228
-4.55715	-3.40568
-5.30155	-1.47323
-14.2177	-3.62903
-12.0717	0.714215
-11.3734	4.25346
-11.5026	1.55042
-11.4118	1.20054
-10.7448	2.32686
-9.65111	1.36029
-12.3674	3.06362
-16.4758	-0.587195
-19.5413	-0.129651
-22.3394	-2.31658
-26.384	-9.39447
-27.6194	-6.28462
-25.8241	-7.55956
-27.6643	-8.29163
-27.2219	-7.77815
-29.0723	-9.70255
-26.4419	-10.4325
-17.0502	-5.85231
-13.9388	-7.91933
-12.939	-12.2672
-13.835	-12.8886
